50.010000,1712.000000,5367.706696,2.747218
52.770000,1712.997481,5868.758136,2.852439 
55.070000,1713.994212,2981.046210,3.068700 
55.930000,1714.989332,1557.947580,1.564700 
56.710000,1716.007438,1518.551229,1.881700 
57.470000,1717.011720,1511.250908,1.860200 
58.250000,1718.001745,1534.909357,1.921000 
59.050000,1719.011224,1624.578733,1.987400 
59.850000,1720.004729,1638.404436,2.015400 
60.710000,1720.997413,1778.190286,1.990300 
61.610000,1722.001366,1820.201348,1.985100 
62.510000,1723.000876,1781.346075,1.962000 
63.410000,1724.001110,1800.581040,2.000800 
64.290000,1724.999919,1754.020482,1.984400 
65.170000,1726.004724,1730.421749,1.977800 
66.030000,1727.007762,1705.144997,1.983600 
66.910000,1728.002043,1741.322988,1.993400 
67.770000,1728.989827,1781.953663,2.006900 
68.650000,1729.995526,1711.893817,1.993900 
69.510000,1731.005597,1717.810258,2.016200 
70.350000,1731.993504,1683.222875,1.992000 
71.210000,1733.007102,1706.113431,1.982300 
72.050000,1733.996469,1693.224412,1.994800 
72.910000,1735.002980,1677.526104,2.009300 
73.750000,1735.990100,1845.744046,1.978500 
74.530000,1736.995688,1408.664444,1.976300 
75.270000,1738.005519,1204.610836,1.960300 
76.010000,1739.012377,1606.993869,1.967100 
76.870000,1739.997592,1869.423323,1.960600 
77.810000,1741.010904,1812.410444,1.965700 
78.690000,1741.990238,1815.612495,1.971200 
79.590000,1742.993629,1731.691959,1.968500 
80.470000,1744.006315,1810.300723,1.995400 
81.330000,1745.004396,1734.395114,1.983000 
82.210000,1745.994959,1765.916470,1.966900 
83.130000,1747.001143,1796.339957,1.973600 
84.030000,1748.010668,1799.248490,1.978100 
84.890000,1749.003988,1699.352898,1.981200 
85.750000,1749.992374,1772.907876,2.006300 
86.630000,1750.998714,1795.588129,1.949100 
87.510000,1751.989023,1760.620693,1.959400 
88.390000,1752.998292,1723.295210,1.985800 
89.270000,1753.999861,1711.525435,2.001300 
90.130000,1755.008302,1706.981210,1.967600 
90.990000,1756.000943,1745.615350,2.002000 
91.870000,1756.993311,1793.458278,1.980700 
92.790000,1758.007097,1796.987171,1.993500 
93.690000,1758.989560,1767.161582,1.943000 
94.590000,1759.998264,1836.150453,1.943600 
95.490000,1761.001704,1822.828307,1.972700 
96.390000,1762.001753,1828.482257,1.955800 
97.290000,1763.003674,1749.623949,1.983200 
98.150000,1763.990124,1760.583249,1.939800 
99.050000,1765.006889,1767.350473,1.980600 
99.930000,1765.999251,1804.169229,1.960600 
100.830000,1767.006140,1763.237386,1.964500 
101.710000,1768.001735,1785.715848,1.992200 
102.590000,1769.003530,1739.403324,1.985600 
103.470000,1769.998008,1777.714886,2.007200 
104.350000,1771.000846,1756.061556,1.979800 
105.230000,1771.989569,1754.373931,1.935800 
106.130000,1772.996448,1831.640043,1.989400 
107.050000,1773.999655,1801.737199,1.959800 
107.990000,1775.009385,1830.580573,2.012800 
108.890000,1775.995651,1818.996729,2.006900 
109.790000,1776.993104,1801.499864,1.994200 
110.710000,1778.007129,1829.666770,2.012000 
111.630000,1779.008222,1823.944388,2.017400 
112.530000,1779.994107,1809.732441,2.028000 
113.430000,1780.995765,1787.704607,2.008100 
114.310000,1781.994380,1720.357298,1.963700 
115.150000,1783.001142,1621.774542,1.909000 
115.930000,1783.988966,1562.625181,1.913500 
116.730000,1785.001602,1609.645304,1.889800 
117.550000,1785.998171,1693.736758,2.010100 
