50.010000,1712.000000,5367.706696,2.747218 
50.030000,1712.007452,5368.029413,2.747286 
50.050000,1712.014903,5372.130141,2.748147 
50.070000,1712.022349,5376.237428,2.749010 
50.090000,1712.029789,5380.350422,2.749874 
50.110000,1712.037224,5383.102195,2.750451 
50.130000,1712.044655,5387.782987,2.751434 
50.150000,1712.052079,5392.472217,2.752419 
50.170000,1712.059497,5396.843386,2.753337 
50.190000,1712.066908,5396.117957,2.753185 
50.210000,1712.074321,5395.396216,2.753033 
50.230000,1712.081735,5394.674377,2.752882 
50.250000,1712.089149,5394.572230,2.752860 
50.270000,1712.096564,5392.542007,2.752434 
50.290000,1712.103982,5389.493291,2.751794 
50.310000,1712.111404,5388.543633,2.751594 
50.330000,1712.118827,5387.826239,2.751444 
50.350000,1712.126251,5387.109616,2.751293 
50.370000,1712.133676,5386.392894,2.751143 
50.390000,1712.141102,5386.424809,2.751149 
50.410000,1712.148528,5386.456724,2.751156 
50.430000,1712.155954,5387.507523,2.751377 
50.450000,1712.163379,5386.462527,2.751157 
50.470000,1712.170805,5386.462527,2.751157 
50.490000,1712.178231,5386.198513,2.751102 
50.510000,1712.185658,5385.212315,2.750895 
50.530000,1712.193085,5384.229377,2.750688 
50.550000,1712.200514,5383.058149,2.750442 
50.570000,1712.207945,5381.668176,2.750150 
50.590000,1712.215378,5384.400713,2.750724 
50.610000,1712.222807,5386.239419,2.751110 
50.630000,1712.230233,5387.719125,2.751421 
50.650000,1712.237657,5389.722769,2.751842 
50.670000,1712.245079,5392.911342,2.752511 
50.690000,1712.252496,5394.869371,2.752923 
50.710000,1712.259910,5398.203910,2.753623 
50.730000,1712.267320,5397.571924,2.753490 
50.750000,1712.274731,5397.891832,2.753557 
50.770000,1712.282141,5398.611909,2.753709 
50.790000,1712.289551,5400.142456,2.754030 
50.810000,1712.296958,5397.909606,2.753561 
50.830000,1712.304368,5398.227222,2.753628 
50.850000,1712.311778,5397.769749,2.753532 
50.870000,1712.319188,5398.113867,2.753604 
